UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Jan Rezab,@janrezab,2022-04-19T21:19:24.000Z,"Jan Rezab
@janrezab
·
Apr 19, 2022",".
@elonmusk
 loves polls. What do you think? 
So if Elon buys 
@twitter
 what would be do with the Twitter account 
@elonjet
 tracking his jet? 
Just curious.
He would delete
40%
He would keep it
60%
30 votes
·
Final results",,,,,[],https://twitter.com/janrezab/status/1516526906081959937
"David ""JoelKatz"" Schwartz",@JoelKatz,2022-04-19T22:24:20.000Z,"David ""JoelKatz"" Schwartz
@JoelKatz
·
Apr 19, 2022","Replying to 
@JoelKatz
 and 
@XRPcryptowolf
That's perfectly fine to do, of course. If Fox News wants me as a customer, it would have to do precisely what Musk wants Twitter to do. But that has nothing to do with freedom of speech at all and I either Musk knows that or he's even more confused than I suspect. 2/2
27
3
77",,27,3,77,[],https://twitter.com/JoelKatz/status/1516543245064409089
() J♡♡HEE,@Joohee_Forever,2022-04-19T22:47:10.000Z,"() J♡♡HEE
@Joohee_Forever
·
Apr 19, 2022","Replying to 
@elonmusk
Good day Mr. Musk! I hope you would find this well and wouldn't mind me sharing this song to you. This song charted #1 on the Billboard Hot Trending Songs powered by Twitter for 7 weeks. I hope you'd get to listen to it.

#Bazinga_SB19 by 
@SB19Official
open.spotify.com
Bazinga
SB19 · Song · 2021
6
28
20",🍄,6,28,20,['https://pbs.twimg.com/card_img/1618592748365291520/CsVpM3Oy?format=jpg&name=240x240'],https://twitter.com/Joohee_Forever/status/1516548992255115264
matt,@matt3994,2022-04-19T22:49:40.000Z,"matt
@matt3994
·
Apr 19, 2022","@Twitter
 and the twitter board please take the Elon deal I would like to make money on my twitter stock #takethedeal",,,,,[],https://twitter.com/matt3994/status/1516549621954359301
ThankYouX,@ThankYouX,2022-04-19T23:42:37.000Z,"ThankYouX
@ThankYouX
·
Apr 19, 2022","Replying to 
@dohtx03
 @Twitter
 and 2 others
He can’t buy it. Also don’t think he would be a good leader here.
4",,,,4,[],https://twitter.com/ThankYouX/status/1516562948516245506
Mark,@marlinhunter11,2022-04-19T23:20:37.000Z,"Mark
@marlinhunter11
·
Apr 19, 2022","Replying to 
@HansDiabethics
 @visegrad24
 and 2 others
Musk is a phony, he care less about any of this, all he is doing is a pump and dump, he does nothing to help anyone but himself, US govt paid Musk to set up starlink in Ukraine, the man could care less otherwise",,,,,[],https://twitter.com/marlinhunter11/status/1516557409048797188
Plasma,@PlasmaB1,2022-04-19T22:02:57.000Z,"Plasma
@PlasmaB1
·
Apr 19, 2022","Replying to 
@davo_tw
If only there was someone who wants to buy 
@Twitter
 and fix it.
1
1",,1,,1,[],https://twitter.com/PlasmaB1/status/1516537864233885699
ButterflyEffect,@MsIzzey,2022-04-19T23:16:23.000Z,"ButterflyEffect
@MsIzzey
·
Apr 19, 2022","Replying to 
@0xth0mas
 @catandradec
 and 2 others
I’d like to think he wasn’t serious, yet Elon suggested the concept of anyone subscribing to Twitter Blue should automatically get an authentication mark. If a standard blue tick, that could open the flood gates of paid authentications. Those with money buying their crown.",🦋,,,,[],https://twitter.com/MsIzzey/status/1516556344324943872
Abeya Khan,@abeya3,2022-04-19T23:45:08.000Z,"Abeya Khan
@abeya3
·
Apr 19, 2022","Replying to 
@MirMAKOfficial
 and 
@Twitter
Not even a big deal. Maryam will buy a few bots soon and beat this record. Just wait and watch. 

 -
#امپورٹڈ_حکومت_نامنظور 
#PakistanNeedsElections
1",🤖,,1,,[],https://twitter.com/abeya3/status/1516563579771707404
David Poser,@DavidPoser,2022-04-19T22:04:54.000Z,"David Poser
@DavidPoser
·
Apr 19, 2022","@Twitter
 @TwitterSupport
 bend the knee to Elon",,,,,[],https://twitter.com/DavidPoser/status/1516538355747639302
Dru Eubanks,@drufause,2022-04-19T22:33:33.000Z,"Dru Eubanks
@drufause
·
Apr 19, 2022","@Twitter
 @elonmusk
 fyi just took a poll of the teen wait staff at a cafe and they agreed that Elon should be able to buy and take the company private.  Only 2 of them over 18.  You have #losttheplot",,,,,[],https://twitter.com/drufause/status/1516545567068983302
Mike Mariscal,@el_mindful,2022-04-19T23:48:05.000Z,"Mike Mariscal
@el_mindful
·
Apr 19, 2022","@Twitter
 trust me when say, sell Twitter to Musk, and the company and its employees will be sorry , take suggestions on how to improve Twitter but do not sell, you’ll regret it! Everything that glitters isn’t always gold",😢,,,,[],https://twitter.com/el_mindful/status/1516564324390559748
MEL Q’BERRY,@imaproudliberal,2022-04-19T23:45:15.000Z,"MEL Q’BERRY
@imaproudliberal
·
Apr 19, 2022","Replying to 
@jaredpolis
 @Disney
 and 
@Twitter
Now DeSantis is going after Twitter? To what force an Elon Musk takeover. .  What business would want to be in Florida? For a party that wants a small government, it seems that they want Huge state governments with mini fascist dictators.",,,,,[],https://twitter.com/imaproudliberal/status/1516563609366765570
Catherine Hepola,@catehep,2022-04-19T23:07:31.000Z,"Catherine Hepola
@catehep
·
Apr 19, 2022","Replying to 
@sethmurphy
 and 
@JasonIsbell
I discovered 
@JasonIsbell
 on 
@TheDailyShow
 years ago, had to immediately re-engage with 
@Twitter
 just to follow him and buy the album just to hear that song again (If We Were Vampires on vinyl is nearly live).

He is an exemplary human. And damn good with the guitar, they say.
1",,,,1,[],https://twitter.com/catehep/status/1516554114565480461
Rafael Delgado,@RafaelD74751294,2022-04-19T22:04:29.000Z,"Rafael Delgado
@RafaelD74751294
·
Apr 19, 2022","@elonmusk
 if you buy twitter please revise the sexual content and nudity on here it seems we live in a world of sex crime all I see is naked women or show there boobs that’s bad for a twitter !!! 
@Twitter
 @elonmusk
 ban twitter from operating this app and all platforms",,,,,[],https://twitter.com/RafaelD74751294/status/1516538250806050818
Alan Kruss,@alan_kruss,2022-04-19T21:04:47.000Z,"Alan Kruss
@alan_kruss
·
Apr 19, 2022","Replying to 
@lisaabramowicz1
Well, when 
@elonmusk
 is unsuccessful in his bid to buy 
@Twitter
, maybe he’ll “throw some cash” Netflix’s way…
1",,,,1,[],https://twitter.com/alan_kruss/status/1516523227597615109
Dabbi,@Dabbi_doo,2022-04-19T21:58:21.000Z,"Dabbi
@Dabbi_doo
·
Apr 19, 2022","Replying to 
@MalcolmNance
 and 
@Twitter
Elon is on it",,,,,[],https://twitter.com/Dabbi_doo/status/1516536708522819585
David Ramsden-Wood,@DavidRamsdenWoo,2022-04-19T22:37:27.000Z,"David Ramsden-Wood
@DavidRamsdenWoo
·
Apr 19, 2022","Replying to 
@washingtonpost
Promoted?  Really?  And you and 
@MaxBoot
  worry about Elon buying 
@Twitter
 to promote views?  I actually subscribed to Libs of TikTok, thanks to the hit piece.  I appreciate it.  Really funny stuff on there.
7",,,,7,[],https://twitter.com/DavidRamsdenWoo/status/1516546544849235970
South Florida Team Reality,@SoFla862,2022-04-19T22:49:38.000Z,"South Florida Team Reality
@SoFla862
·
Apr 19, 2022","Replying to 
@Mike_Grieco
 @GovRonDeSantis
 and 
@Twitter
Any Russia holdings couldn't be divested right now if you wanted to, since no westerner is allowed to buy, and anyone in Russia who could buy is sanctioned. So his position on Russia holdings is currently irrelevant.
1",,,,1,[],https://twitter.com/SoFla862/status/1516549614354280452
Brad W. Greenberg,@BradWGreenberg1,2022-04-19T22:45:09.000Z,"Brad W. Greenberg
@BradWGreenberg1
·
Apr 19, 2022","Replying to 
@visegrad24
 and 
@Twitter
Twitter, as it is now, barely knows right from wrong more than Elon Musk.
1",,,1,,[],https://twitter.com/BradWGreenberg1/status/1516548486098997261
AWAP,@AWAP2022,2022-04-19T22:20:54.000Z,"AWAP
@AWAP2022
·
Apr 19, 2022","Replying to 
@LolaTep
 @HempGlobalBX
 and 2 others
Arbitrary moderation. Twitter's biggest problem which will doom it, unless Elon takes over.
2",,,,2,[],https://twitter.com/AWAP2022/status/1516542383587938313
Mk.IXV DRiNEGA,@IKintobor,2022-04-19T22:13:51.000Z,"Mk.IXV DRiNEGA
@IKintobor
·
Apr 19, 2022","Replying to 
@elonmusk
users have more a say and a  right to this platform than shareholders or your bots 
@elonmusk
 , you still don't know what 
@twitter
 is ...its made from 200 million users together can defeat you MUSK",,,,,[],https://twitter.com/IKintobor/status/1516540607740657670
iescapedfromMAGA,@chicago_fan34,2022-04-19T23:56:52.000Z,"iescapedfromMAGA
@chicago_fan34
·
Apr 19, 2022","Replying to 
@Turk10mm
 @JoysanJoys
 and 5 others
By the way Elon does not just let people say what ever they want at his companies he has rules",,,,,[],https://twitter.com/chicago_fan34/status/1516566533413261315
MediaPost,@MediaPost,2022-04-19T22:26:07.000Z,"MediaPost
@MediaPost
·
Apr 19, 2022","Florida governor suggests legal action against 
@Twitter
 over poison pill aimed at preventing Musk takeover. https://bit.ly/3xFItEW 
@wendyndavis
mediapost.com
Digital News Daily: Florida Threatens Twitter For Adopting 'Poison Pill' Against Musk
""We're gonna be looking at ways the state of Florida potentially can be holding these Twitter board of directors accountable for breaching their fiduciary duty,"" Florida governor Ron DeSantis said...",,,,,[],https://twitter.com/MediaPost/status/1516543693368537088
David Reinertson,@ReinertsonDavid,2022-04-19T23:40:40.000Z,"David Reinertson
@ReinertsonDavid
·
Apr 19, 2022","Replying to 
@DiscoverMagnifi
 @Twitter
 and 3 others
Squeezing more money out of us while adjusting the moderation under Musk could work.",,,,,[],https://twitter.com/ReinertsonDavid/status/1516562455006130178
Diana Manwaring,@DianaJManwaring,2022-04-19T21:26:08.000Z,"Diana Manwaring
@DianaJManwaring
·
Apr 19, 2022","I wonder if Musk had something to do with this.  He seems bent on taking over Twitter.

Isn't he a supporter of Trump too?",,,,,[],https://twitter.com/DianaJManwaring/status/1516528600492744704
"Betsy McCaughey, PhD",@Betsy_McCaughey,2022-04-19T21:42:20.000Z,"Betsy McCaughey, PhD
@Betsy_McCaughey
·
Apr 19, 2022","Watch 
@newsmax
 at 9pm EST. We'll talk about who should buy Twitter and why Michelle Obama's brother is suing a fancy private school in Milwaukee. 
@JennaEllisEsq
 and 
@AllenWest
 will be our guests.
4
6
25",,4,6,25,[],https://twitter.com/Betsy_McCaughey/status/1516532676026671104
Bamboozled,@Bambooz06010903,2022-04-19T23:13:12.000Z,"Bamboozled
@Bambooz06010903
·
Apr 19, 2022","Replying to 
@Gtoffo
 @benjaminarium
 and 2 others
If you don't like it buy some shares and drive up the price to show us that you libs really want it.  Put your money where your mouth is. 

The stock is looking like you guys and ladies want to sell to Elon. The right would have the price past $54.20 by now to prove they cared
1",🤔,,,1,[],https://twitter.com/Bambooz06010903/status/1516555545565708291
Charles J Gervasi (@cgervasi@fosstodon.org),Charles J Gervasi (@cgervasi@fosstodon.org),2022-04-19T23:10:10.000Z,"Charles J Gervasi (@cgervasi@fosstodon.org)
@cgervasi
·
Apr 19, 2022","Replying to 
@BrettRocketSci
 @Twitter
 and 2 others
I see the exact opposite of mass control. Media have been suddenly democratized, freed from gatekeepers and mass control, by it becoming cheap and easy to publish and transmit text, audio, and video.
1",,1,,,[],https://twitter.com/cgervasi/status/1516554781254369287
@thereal,@thereal,2022-04-19T23:43:30.000Z,"@thereal
@thereal96119019
·
Apr 19, 2022","@Twitter
 is free to buy and sell at anytime without threat from a frikn ""Do Nothing"" 
@GovRonDeSantis
 
The true meaning of freedom...
Hey 
@jack
 @JeffBezos
 @mackenziescott
 @BillGates
 @melindagates
 @Google
 
@Tesla
 takeover?  
@SpaceX
  buyout?
#KeepTwitterTruth
news.yahoo.com
DeSantis Threatens Twitter with Legal Action in Elon Musk Dispute
Florida governor Ron DeSantis is stepping into the growing dispute between Elon Musk and Twitter over the Tesla and SpaceX CEO's hostile takeover of the company.
1",,1,,,['https://pbs.twimg.com/card_img/1620980148626661376/jnnAb1yq?format=jpg&name=small'],https://twitter.com/thereal96119019/status/1516563169174556677
